"Date","Municipality","Trip Duration","Membership Type","No of Trips","Miles Travelled"
"6/1/2015","Rockville/Shady Grove","<0.5 hr","24-hr Pass","71","0"
"6/1/2015","Rockville/Shady Grove","<0.5 hr","Annual","475","1409"
"6/1/2015","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","31","0"
"6/1/2015","Rockville/Shady Grove","0.5 - 1 hr","Annual","9","0"
"6/1/2015","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","20","0"
"6/1/2015","Rockville/Shady Grove","1 - 1.5 hr","Annual","7","0"
"6/1/2015","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","3","0"
"6/1/2015","Rockville/Shady Grove","1.5 - 2 hr","Annual","2","0"
"6/1/2015","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","7","0"
"6/1/2015","Rockville/Shady Grove","2 - 3 hr","Annual","0","0"
"6/1/2015","Rockville/Shady Grove","3 - 4 hr","24-hr Pass","0","0"
"6/1/2015","Rockville/Shady Grove","3 - 4 hr","Annual","1","0"
"6/1/2015","Rockville/Shady Grove","4 - 5 hr","24-hr Pass","1","0"
"6/1/2015","Rockville/Shady Grove","4 - 5 hr","Annual","1","0"
"6/1/2015","Rockville/Shady Grove","5 - 24 hr","24-hr Pass","1","0"
"6/1/2015","Rockville/Shady Grove","5 - 24 hr","Annual","2","0"
"6/1/2015","Washington, DC","<0.5 hr","24-hr Pass","38624","0"
"6/1/2015","Washington, DC","<0.5 hr","Annual","211488","595838"
"6/1/2015","Washington, DC","0.5 - 1 hr","24-hr Pass","12630","0"
"6/1/2015","Washington, DC","0.5 - 1 hr","Annual","4708","0"
"6/1/2015","Washington, DC","1 - 1.5 hr","24-hr Pass","4833","0"
"6/1/2015","Washington, DC","1 - 1.5 hr","Annual","420","0"
"6/1/2015","Washington, DC","1.5 - 2 hr","24-hr Pass","2886","0"
"6/1/2015","Washington, DC","1.5 - 2 hr","Annual","131","0"
"6/1/2015","Washington, DC","2 - 3 hr","24-hr Pass","2204","0"
"6/1/2015","Washington, DC","2 - 3 hr","Annual","83","0"
"6/1/2015","Washington, DC","3 - 4 hr","24-hr Pass","641","0"
"6/1/2015","Washington, DC","3 - 4 hr","Annual","21","0"
"6/1/2015","Washington, DC","4 - 5 hr","24-hr Pass","167","0"
"6/1/2015","Washington, DC","4 - 5 hr","Annual","10","0"
"6/1/2015","Washington, DC","5 - 24 hr","24-hr Pass","225","0"
"6/1/2015","Washington, DC","5 - 24 hr","Annual","36","0"
"7/1/2015","Alexandria, VA","<0.5 hr","24-hr Pass","763","0"
"7/1/2015","Alexandria, VA","<0.5 hr","Annual","4104","11985"
"7/1/2015","Alexandria, VA","0.5 - 1 hr","24-hr Pass","250","0"
"7/1/2015","Alexandria, VA","0.5 - 1 hr","Annual","131","0"
"7/1/2015","Alexandria, VA","1 - 1.5 hr","24-hr Pass","156","0"
"7/1/2015","Alexandria, VA","1 - 1.5 hr","Annual","30","0"
"7/1/2015","Alexandria, VA","1.5 - 2 hr","24-hr Pass","71","0"
"7/1/2015","Alexandria, VA","1.5 - 2 hr","Annual","6","0"
"7/1/2015","Alexandria, VA","2 - 3 hr","24-hr Pass","45","0"
"7/1/2015","Alexandria, VA","2 - 3 hr","Annual","2","0"
"7/1/2015","Alexandria, VA","3 - 4 hr","24-hr Pass","27","0"
"7/1/2015","Alexandria, VA","3 - 4 hr","Annual","2","0"
"7/1/2015","Alexandria, VA","4 - 5 hr","24-hr Pass","11","0"
"7/1/2015","Alexandria, VA","4 - 5 hr","Annual","1","0"
"7/1/2015","Alexandria, VA","5 - 24 hr","24-hr Pass","8","0"
"7/1/2015","Alexandria, VA","5 - 24 hr","Annual","2","0"
"7/1/2015","Arlington, VA","<0.5 hr","24-hr Pass","3315","0"
"7/1/2015","Arlington, VA","<0.5 hr","Annual","21836","58798"
"7/1/2015","Arlington, VA","0.5 - 1 hr","24-hr Pass","1325","0"
"7/1/2015","Arlington, VA","0.5 - 1 hr","Annual","777","0"
"7/1/2015","Arlington, VA","1 - 1.5 hr","24-hr Pass","627","0"
"7/1/2015","Arlington, VA","1 - 1.5 hr","Annual","70","0"
"7/1/2015","Arlington, VA","1.5 - 2 hr","24-hr Pass","242","0"
"7/1/2015","Arlington, VA","1.5 - 2 hr","Annual","19","0"
"7/1/2015","Arlington, VA","2 - 3 hr","24-hr Pass","206","0"
"7/1/2015","Arlington, VA","2 - 3 hr","Annual","9","0"
"7/1/2015","Arlington, VA","3 - 4 hr","24-hr Pass","54","0"
"7/1/2015","Arlington, VA","3 - 4 hr","Annual","3","0"
"7/1/2015","Arlington, VA","4 - 5 hr","24-hr Pass","11","0"
"7/1/2015","Arlington, VA","4 - 5 hr","Annual","1","0"
"7/1/2015","Arlington, VA","5 - 24 hr","24-hr Pass","40","0"
"7/1/2015","Arlington, VA","5 - 24 hr","Annual","5","0"
"7/1/2015","Rest of Montgomery County","<0.5 hr","24-hr Pass","325","0"
"7/1/2015","Rest of Montgomery County","<0.5 hr","Annual","3374","12552"
"7/1/2015","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","294","0"
"7/1/2015","Rest of Montgomery County","0.5 - 1 hr","Annual","272","0"
"7/1/2015","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","198","0"
"7/1/2015","Rest of Montgomery County","1 - 1.5 hr","Annual","43","0"
"7/1/2015","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","104","0"
"7/1/2015","Rest of Montgomery County","1.5 - 2 hr","Annual","8","0"
"7/1/2015","Rest of Montgomery County","2 - 3 hr","24-hr Pass","53","0"
"7/1/2015","Rest of Montgomery County","2 - 3 hr","Annual","8","0"
"7/1/2015","Rest of Montgomery County","3 - 4 hr","24-hr Pass","19","0"
"7/1/2015","Rest of Montgomery County","3 - 4 hr","Annual","0","0"
"7/1/2015","Rest of Montgomery County","4 - 5 hr","24-hr Pass","4","0"
"7/1/2015","Rest of Montgomery County","4 - 5 hr","Annual","0","0"
"7/1/2015","Rest of Montgomery County","5 - 24 hr","24-hr Pass","11","0"
"7/1/2015","Rest of Montgomery County","5 - 24 hr","Annual","1","0"
"7/1/2015","Rockville/Shady Grove","<0.5 hr","24-hr Pass","74","0"
"7/1/2015","Rockville/Shady Grove","<0.5 hr","Annual","597","1979"
"7/1/2015","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","52","0"
"7/1/2015","Rockville/Shady Grove","0.5 - 1 hr","Annual","12","0"
"7/1/2015","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","16","0"
"7/1/2015","Rockville/Shady Grove","1 - 1.5 hr","Annual","4","0"
"7/1/2015","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","14","0"
"7/1/2015","Rockville/Shady Grove","1.5 - 2 hr","Annual","1","0"
"7/1/2015","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","9","0"
"7/1/2015","Rockville/Shady Grove","2 - 3 hr","Annual","1","0"
"7/1/2015","Rockville/Shady Grove","3 - 4 hr","24-hr Pass","1","0"
"7/1/2015","Rockville/Shady Grove","3 - 4 hr","Annual","0","0"
"7/1/2015","Rockville/Shady Grove","4 - 5 hr","24-hr Pass","0","0"
"7/1/2015","Rockville/Shady Grove","4 - 5 hr","Annual","2","0"
"7/1/2015","Rockville/Shady Grove","5 - 24 hr","24-hr Pass","5","0"
"7/1/2015","Rockville/Shady Grove","5 - 24 hr","Annual","2","0"
"7/1/2015","Washington, DC","<0.5 hr","24-hr Pass","55295","0"
"7/1/2015","Washington, DC","<0.5 hr","Annual","227136","758566"
"7/1/2015","Washington, DC","0.5 - 1 hr","24-hr Pass","19146","0"
"7/1/2015","Washington, DC","0.5 - 1 hr","Annual","5454","0"
"7/1/2015","Washington, DC","1 - 1.5 hr","24-hr Pass","7268","0"
"7/1/2015","Washington, DC","1 - 1.5 hr","Annual","467","0"
"7/1/2015","Washington, DC","1.5 - 2 hr","24-hr Pass","4303","0"
"7/1/2015","Washington, DC","1.5 - 2 hr","Annual","138","0"
"7/1/2015","Washington, DC","2 - 3 hr","24-hr Pass","3281","0"
"7/1/2015","Washington, DC","2 - 3 hr","Annual","94","0"
"7/1/2015","Washington, DC","3 - 4 hr","24-hr Pass","929","0"
"7/1/2015","Washington, DC","3 - 4 hr","Annual","33","0"
"7/1/2015","Washington, DC","4 - 5 hr","24-hr Pass","267","0"
"7/1/2015","Washington, DC","4 - 5 hr","Annual","7","0"
"7/1/2015","Washington, DC","5 - 24 hr","24-hr Pass","314","0"
"7/1/2015","Washington, DC","5 - 24 hr","Annual","35","0"
"8/1/2015","Alexandria, VA","<0.5 hr","24-hr Pass","634","0"
"8/1/2015","Alexandria, VA","<0.5 hr","Annual","4366","12983"
"8/1/2015","Alexandria, VA","0.5 - 1 hr","24-hr Pass","301","0"
"8/1/2015","Alexandria, VA","0.5 - 1 hr","Annual","144","0"
"8/1/2015","Alexandria, VA","1 - 1.5 hr","24-hr Pass","188","0"
"8/1/2015","Alexandria, VA","1 - 1.5 hr","Annual","31","0"
"8/1/2015","Alexandria, VA","1.5 - 2 hr","24-hr Pass","72","0"
"8/1/2015","Alexandria, VA","1.5 - 2 hr","Annual","5","0"
"8/1/2015","Alexandria, VA","2 - 3 hr","24-hr Pass","67","0"
"8/1/2015","Alexandria, VA","2 - 3 hr","Annual","2","0"
"8/1/2015","Alexandria, VA","3 - 4 hr","24-hr Pass","20","0"
"8/1/2015","Alexandria, VA","3 - 4 hr","Annual","0","0"
"8/1/2015","Alexandria, VA","4 - 5 hr","24-hr Pass","8","0"
"8/1/2015","Alexandria, VA","4 - 5 hr","Annual","2","0"
"8/1/2015","Alexandria, VA","5 - 24 hr","24-hr Pass","12","0"
"8/1/2015","Alexandria, VA","5 - 24 hr","Annual","0","0"
"8/1/2015","Arlington, VA","<0.5 hr","24-hr Pass","3442","0"
"8/1/2015","Arlington, VA","<0.5 hr","Annual","23600","62811"
"8/1/2015","Arlington, VA","0.5 - 1 hr","24-hr Pass","1409","0"
"8/1/2015","Arlington, VA","0.5 - 1 hr","Annual","870","0"
"8/1/2015","Arlington, VA","1 - 1.5 hr","24-hr Pass","555","0"
"8/1/2015","Arlington, VA","1 - 1.5 hr","Annual","86","0"
"8/1/2015","Arlington, VA","1.5 - 2 hr","24-hr Pass","306","0"
"8/1/2015","Arlington, VA","1.5 - 2 hr","Annual","20","0"
"8/1/2015","Arlington, VA","2 - 3 hr","24-hr Pass","207","0"
"8/1/2015","Arlington, VA","2 - 3 hr","Annual","15","0"
"8/1/2015","Arlington, VA","3 - 4 hr","24-hr Pass","43","0"
"8/1/2015","Arlington, VA","3 - 4 hr","Annual","4","0"
"8/1/2015","Arlington, VA","4 - 5 hr","24-hr Pass","26","0"
"8/1/2015","Arlington, VA","4 - 5 hr","Annual","3","0"
"8/1/2015","Arlington, VA","5 - 24 hr","24-hr Pass","39","0"
"8/1/2015","Arlington, VA","5 - 24 hr","Annual","8","0"
"8/1/2015","Rest of Montgomery County","<0.5 hr","24-hr Pass","320","0"
"8/1/2015","Rest of Montgomery County","<0.5 hr","Annual","3532","13518"
"8/1/2015","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","301","0"
"8/1/2015","Rest of Montgomery County","0.5 - 1 hr","Annual","362","0"
"8/1/2015","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","195","0"
"8/1/2015","Rest of Montgomery County","1 - 1.5 hr","Annual","49","0"
"8/1/2015","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","86","0"
"8/1/2015","Rest of Montgomery County","1.5 - 2 hr","Annual","8","0"
"8/1/2015","Rest of Montgomery County","2 - 3 hr","24-hr Pass","58","0"
"8/1/2015","Rest of Montgomery County","2 - 3 hr","Annual","4","0"
"8/1/2015","Rest of Montgomery County","3 - 4 hr","24-hr Pass","25","0"
"8/1/2015","Rest of Montgomery County","3 - 4 hr","Annual","3","0"
"8/1/2015","Rest of Montgomery County","4 - 5 hr","24-hr Pass","11","0"
"8/1/2015","Rest of Montgomery County","4 - 5 hr","Annual","2","0"
"8/1/2015","Rest of Montgomery County","5 - 24 hr","24-hr Pass","16","0"
"8/1/2015","Rest of Montgomery County","5 - 24 hr","Annual","1","0"
"8/1/2015","Rockville/Shady Grove","<0.5 hr","24-hr Pass","75","0"
"8/1/2015","Rockville/Shady Grove","<0.5 hr","Annual","652","1948"
"8/1/2015","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","43","0"
"8/1/2015","Rockville/Shady Grove","0.5 - 1 hr","Annual","19","0"
"8/1/2015","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","15","0"
"8/1/2015","Rockville/Shady Grove","1 - 1.5 hr","Annual","3","0"
"8/1/2015","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","8","0"
"8/1/2015","Rockville/Shady Grove","1.5 - 2 hr","Annual","0","0"
"8/1/2015","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","7","0"
"8/1/2015","Rockville/Shady Grove","2 - 3 hr","Annual","2","0"
"8/1/2015","Rockville/Shady Grove","3 - 4 hr","24-hr Pass","1","0"
"8/1/2015","Rockville/Shady Grove","3 - 4 hr","Annual","4","0"
"8/1/2015","Rockville/Shady Grove","4 - 5 hr","24-hr Pass","0","0"
"8/1/2015","Rockville/Shady Grove","4 - 5 hr","Annual","1","0"
"8/1/2015","Rockville/Shady Grove","5 - 24 hr","24-hr Pass","5","0"
"8/1/2015","Rockville/Shady Grove","5 - 24 hr","Annual","1","0"
"8/1/2015","Washington, DC","<0.5 hr","24-hr Pass","53648","0"
"8/1/2015","Washington, DC","<0.5 hr","Annual","229829","733982"
"8/1/2015","Washington, DC","0.5 - 1 hr","24-hr Pass","17627","0"
"8/1/2015","Washington, DC","0.5 - 1 hr","Annual","5282","0"
"8/1/2015","Washington, DC","1 - 1.5 hr","24-hr Pass","6665","0"
"8/1/2015","Washington, DC","1 - 1.5 hr","Annual","495","0"
"8/1/2015","Washington, DC","1.5 - 2 hr","24-hr Pass","3839","0"
"8/1/2015","Washington, DC","1.5 - 2 hr","Annual","181","0"
"8/1/2015","Washington, DC","2 - 3 hr","24-hr Pass","2992","0"
"8/1/2015","Washington, DC","2 - 3 hr","Annual","126","0"
"8/1/2015","Washington, DC","3 - 4 hr","24-hr Pass","749","0"
"8/1/2015","Washington, DC","3 - 4 hr","Annual","30","0"
"8/1/2015","Washington, DC","4 - 5 hr","24-hr Pass","310","0"
"8/1/2015","Washington, DC","4 - 5 hr","Annual","11","0"
"8/1/2015","Washington, DC","5 - 24 hr","24-hr Pass","302","0"
"8/1/2015","Washington, DC","5 - 24 hr","Annual","69","0"
"9/1/2015","Alexandria, VA","<0.5 hr","24-hr Pass","494","0"
"9/1/2015","Alexandria, VA","<0.5 hr","Annual","4255","11255"
"9/1/2015","Alexandria, VA","0.5 - 1 hr","24-hr Pass","180","0"
"9/1/2015","Alexandria, VA","0.5 - 1 hr","Annual","143","0"
"9/1/2015","Alexandria, VA","1 - 1.5 hr","24-hr Pass","128","0"
"9/1/2015","Alexandria, VA","1 - 1.5 hr","Annual","38","0"
"9/1/2015","Alexandria, VA","1.5 - 2 hr","24-hr Pass","60","0"
"9/1/2015","Alexandria, VA","1.5 - 2 hr","Annual","13","0"
"9/1/2015","Alexandria, VA","2 - 3 hr","24-hr Pass","70","0"
"9/1/2015","Alexandria, VA","2 - 3 hr","Annual","6","0"
"9/1/2015","Alexandria, VA","3 - 4 hr","24-hr Pass","18","0"
"9/1/2015","Alexandria, VA","3 - 4 hr","Annual","3","0"
"9/1/2015","Alexandria, VA","4 - 5 hr","24-hr Pass","1","0"
"9/1/2015","Alexandria, VA","4 - 5 hr","Annual","0","0"
"9/1/2015","Alexandria, VA","5 - 24 hr","24-hr Pass","11","0"
"9/1/2015","Alexandria, VA","5 - 24 hr","Annual","0","0"
"9/1/2015","Arlington, VA","<0.5 hr","24-hr Pass","2695","0"
"9/1/2015","Arlington, VA","<0.5 hr","Annual","22404","54632"
"9/1/2015","Arlington, VA","0.5 - 1 hr","24-hr Pass","1007","0"
"9/1/2015","Arlington, VA","0.5 - 1 hr","Annual","909","0"
"9/1/2015","Arlington, VA","1 - 1.5 hr","24-hr Pass","429","0"
"9/1/2015","Arlington, VA","1 - 1.5 hr","Annual","74","0"
"9/1/2015","Arlington, VA","1.5 - 2 hr","24-hr Pass","227","0"
"9/1/2015","Arlington, VA","1.5 - 2 hr","Annual","24","0"
"9/1/2015","Arlington, VA","2 - 3 hr","24-hr Pass","166","0"
"9/1/2015","Arlington, VA","2 - 3 hr","Annual","7","0"
"9/1/2015","Arlington, VA","3 - 4 hr","24-hr Pass","33","0"
"9/1/2015","Arlington, VA","3 - 4 hr","Annual","3","0"
"9/1/2015","Arlington, VA","4 - 5 hr","24-hr Pass","12","0"
"9/1/2015","Arlington, VA","4 - 5 hr","Annual","1","0"
"9/1/2015","Arlington, VA","5 - 24 hr","24-hr Pass","24","0"
"9/1/2015","Arlington, VA","5 - 24 hr","Annual","7","0"
"9/1/2015","Rest of Montgomery County","<0.5 hr","24-hr Pass","296","0"
"9/1/2015","Rest of Montgomery County","<0.5 hr","Annual","3419","10331"
"9/1/2015","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","262","0"
"9/1/2015","Rest of Montgomery County","0.5 - 1 hr","Annual","264","0"
"9/1/2015","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","127","0"
"9/1/2015","Rest of Montgomery County","1 - 1.5 hr","Annual","22","0"
"9/1/2015","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","44","0"
"9/1/2015","Rest of Montgomery County","1.5 - 2 hr","Annual","8","0"
"9/1/2015","Rest of Montgomery County","2 - 3 hr","24-hr Pass","43","0"
"9/1/2015","Rest of Montgomery County","2 - 3 hr","Annual","3","0"
"9/1/2015","Rest of Montgomery County","3 - 4 hr","24-hr Pass","15","0"
"9/1/2015","Rest of Montgomery County","3 - 4 hr","Annual","0","0"
"9/1/2015","Rest of Montgomery County","4 - 5 hr","24-hr Pass","5","0"
"9/1/2015","Rest of Montgomery County","4 - 5 hr","Annual","0","0"
"9/1/2015","Rest of Montgomery County","5 - 24 hr","24-hr Pass","8","0"
"9/1/2015","Rest of Montgomery County","5 - 24 hr","Annual","0","0"
"9/1/2015","Rockville/Shady Grove","<0.5 hr","24-hr Pass","91","0"
"9/1/2015","Rockville/Shady Grove","<0.5 hr","Annual","551","1588"
"9/1/2015","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","35","0"
"9/1/2015","Rockville/Shady Grove","0.5 - 1 hr","Annual","10","0"
"9/1/2015","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","14","0"
"9/1/2015","Rockville/Shady Grove","1 - 1.5 hr","Annual","5","0"
"9/1/2015","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","2","0"
"9/1/2015","Rockville/Shady Grove","1.5 - 2 hr","Annual","1","0"
"9/1/2015","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","7","0"
"9/1/2015","Rockville/Shady Grove","2 - 3 hr","Annual","3","0"
"9/1/2015","Rockville/Shady Grove","3 - 4 hr","24-hr Pass","0","0"
"9/1/2015","Rockville/Shady Grove","3 - 4 hr","Annual","3","0"
"9/1/2015","Rockville/Shady Grove","4 - 5 hr","24-hr Pass","1","0"
"9/1/2015","Rockville/Shady Grove","4 - 5 hr","Annual","1","0"
"9/1/2015","Rockville/Shady Grove","5 - 24 hr","24-hr Pass","4","0"
"9/1/2015","Rockville/Shady Grove","5 - 24 hr","Annual","0","0"
"9/1/2015","Washington, DC","<0.5 hr","24-hr Pass","39039","0"
"9/1/2015","Washington, DC","<0.5 hr","Annual","221341","609098"
"9/1/2015","Washington, DC","0.5 - 1 hr","24-hr Pass","13006","0"
"9/1/2015","Washington, DC","0.5 - 1 hr","Annual","4891","0"
"9/1/2015","Washington, DC","1 - 1.5 hr","24-hr Pass","4712","0"
"9/1/2015","Washington, DC","1 - 1.5 hr","Annual","414","0"
"9/1/2015","Washington, DC","1.5 - 2 hr","24-hr Pass","2651","0"
"9/1/2015","Washington, DC","1.5 - 2 hr","Annual","147","0"
"9/1/2015","Washington, DC","2 - 3 hr","24-hr Pass","2034","0"
"9/1/2015","Washington, DC","2 - 3 hr","Annual","100","0"
"9/1/2015","Washington, DC","3 - 4 hr","24-hr Pass","595","0"
"9/1/2015","Washington, DC","3 - 4 hr","Annual","36","0"
"9/1/2015","Washington, DC","4 - 5 hr","24-hr Pass","186","0"
"9/1/2015","Washington, DC","4 - 5 hr","Annual","19","0"
"9/1/2015","Washington, DC","5 - 24 hr","24-hr Pass","220","0"
"9/1/2015","Washington, DC","5 - 24 hr","Annual","74","0"
"10/1/2015","Alexandria, VA","<0.5 hr","24-hr Pass","409","0"
"10/1/2015","Alexandria, VA","<0.5 hr","Annual","3225","7608"
"10/1/2015","Alexandria, VA","0.5 - 1 hr","24-hr Pass","133","0"
"10/1/2015","Alexandria, VA","0.5 - 1 hr","Annual","86","0"
"10/1/2015","Alexandria, VA","1 - 1.5 hr","24-hr Pass","81","0"
"10/1/2015","Alexandria, VA","1 - 1.5 hr","Annual","21","0"
"10/1/2015","Alexandria, VA","1.5 - 2 hr","24-hr Pass","40","0"
"10/1/2015","Alexandria, VA","1.5 - 2 hr","Annual","2","0"
"10/1/2015","Alexandria, VA","2 - 3 hr","24-hr Pass","25","0"
"10/1/2015","Alexandria, VA","2 - 3 hr","Annual","4","0"
"10/1/2015","Alexandria, VA","3 - 4 hr","24-hr Pass","6","0"
"10/1/2015","Alexandria, VA","3 - 4 hr","Annual","1","0"
"10/1/2015","Alexandria, VA","4 - 5 hr","24-hr Pass","3","0"
"10/1/2015","Alexandria, VA","4 - 5 hr","Annual","1","0"
"10/1/2015","Alexandria, VA","5 - 24 hr","24-hr Pass","10","0"
"10/1/2015","Alexandria, VA","5 - 24 hr","Annual","3","0"
"10/1/2015","Arlington, VA","<0.5 hr","24-hr Pass","1900","0"
"10/1/2015","Arlington, VA","<0.5 hr","Annual","20113","44540"
"10/1/2015","Arlington, VA","0.5 - 1 hr","24-hr Pass","756","0"
"10/1/2015","Arlington, VA","0.5 - 1 hr","Annual","729","0"
"10/1/2015","Arlington, VA","1 - 1.5 hr","24-hr Pass","267","0"
"10/1/2015","Arlington, VA","1 - 1.5 hr","Annual","41","0"
"10/1/2015","Arlington, VA","1.5 - 2 hr","24-hr Pass","163","0"
"10/1/2015","Arlington, VA","1.5 - 2 hr","Annual","15","0"
"10/1/2015","Arlington, VA","2 - 3 hr","24-hr Pass","96","0"
"10/1/2015","Arlington, VA","2 - 3 hr","Annual","8","0"
"10/1/2015","Arlington, VA","3 - 4 hr","24-hr Pass","53","0"
"10/1/2015","Arlington, VA","3 - 4 hr","Annual","1","0"
"10/1/2015","Arlington, VA","4 - 5 hr","24-hr Pass","27","0"
"10/1/2015","Arlington, VA","4 - 5 hr","Annual","4","0"
"10/1/2015","Arlington, VA","5 - 24 hr","24-hr Pass","21","0"
"10/1/2015","Arlington, VA","5 - 24 hr","Annual","12","0"
"10/1/2015","Rest of Montgomery County","<0.5 hr","24-hr Pass","146","0"
"10/1/2015","Rest of Montgomery County","<0.5 hr","Annual","3246","7941"
"10/1/2015","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","148","0"
"10/1/2015","Rest of Montgomery County","0.5 - 1 hr","Annual","202","0"
"10/1/2015","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","87","0"
"10/1/2015","Rest of Montgomery County","1 - 1.5 hr","Annual","31","0"
"10/1/2015","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","31","0"
"10/1/2015","Rest of Montgomery County","1.5 - 2 hr","Annual","4","0"
"10/1/2015","Rest of Montgomery County","2 - 3 hr","24-hr Pass","26","0"
"10/1/2015","Rest of Montgomery County","2 - 3 hr","Annual","7","0"
"10/1/2015","Rest of Montgomery County","3 - 4 hr","24-hr Pass","8","0"
"10/1/2015","Rest of Montgomery County","3 - 4 hr","Annual","0","0"
"10/1/2015","Rest of Montgomery County","4 - 5 hr","24-hr Pass","6","0"
"10/1/2015","Rest of Montgomery County","4 - 5 hr","Annual","0","0"
"10/1/2015","Rest of Montgomery County","5 - 24 hr","24-hr Pass","7","0"
"10/1/2015","Rest of Montgomery County","5 - 24 hr","Annual","2","0"
"10/1/2015","Rockville/Shady Grove","<0.5 hr","24-hr Pass","29","0"
"10/1/2015","Rockville/Shady Grove","<0.5 hr","Annual","547","990"
"10/1/2015","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","13","0"
"10/1/2015","Rockville/Shady Grove","0.5 - 1 hr","Annual","4","0"
"10/1/2015","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","3","0"
"10/1/2015","Rockville/Shady Grove","1 - 1.5 hr","Annual","0","0"
"10/1/2015","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","3","0"
"10/1/2015","Rockville/Shady Grove","1.5 - 2 hr","Annual","0","0"
"10/1/2015","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","2","0"
"10/1/2015","Rockville/Shady Grove","2 - 3 hr","Annual","0","0"
"10/1/2015","Rockville/Shady Grove","3 - 4 hr","24-hr Pass","1","0"
"10/1/2015","Rockville/Shady Grove","3 - 4 hr","Annual","2","0"
"10/1/2015","Rockville/Shady Grove","4 - 5 hr","24-hr Pass","0","0"
"10/1/2015","Rockville/Shady Grove","4 - 5 hr","Annual","1","0"
"10/1/2015","Rockville/Shady Grove","5 - 24 hr","24-hr Pass","0","0"
"10/1/2015","Rockville/Shady Grove","5 - 24 hr","Annual","2","0"
"10/1/2015","Washington, DC","<0.5 hr","24-hr Pass","28702","0"
"10/1/2015","Washington, DC","<0.5 hr","Annual","233674","512848"
"10/1/2015","Washington, DC","0.5 - 1 hr","24-hr Pass","9440","0"
"10/1/2015","Washington, DC","0.5 - 1 hr","Annual","4958","0"
"10/1/2015","Washington, DC","1 - 1.5 hr","24-hr Pass","3675","0"
"10/1/2015","Washington, DC","1 - 1.5 hr","Annual","454","0"
